term_str,n,pos_max,pos_group,df,dfidf
rejoined,66,VBD,VB,55,154.8156523440863
glance,66,NN,NN,55,154.8156523440863
eastern,66,JJ,JJ,53,152.0182729838042
pure,66,NN,NN,50,147.61667831848428
enabled,66,VBD,VB,57,157.50808529284112
sufficiently,65,RB,RB,57,157.50808529284112
perceived,65,VBD,VB,55,154.8156523440863
spectacle,65,NN,NN,43,136.30677506201943
path,65,NN,NN,46,141.3408788040203
difference,65,NN,NN,46,141.3408788040203
absorbed,65,VBN,VB,56,156.17475070886115
buried,65,VBN,VB,59,160.09925570017157
wanted,65,VBD,VB,56,156.17475070886115
grand,65,JJ,JJ,54,153.43032171497086
d,65,NN,NN,10,52.74261661257049
york,65,NNP,NN,32,115.07807219662114
honor,65,NN,NN,52,150.57900197617255
event,65,NN,NN,50,147.61667831848428
gained,65,VBN,VB,56,156.17475070886115
franklin,65,NNP,NN,34,119.29671510639841
traces,65,NNS,NN,57,157.50808529284112
talking,64,VBG,VB,56,156.17475070886115
fortunately,64,RB,RB,58,158.8161081389766
michel,64,NNP,NN,11,56.50433951257824
attentively,64,RB,RB,57,157.50808529284112
safe,64,JJ,JJ,56,156.17475070886115
astonished,64,VBN,VB,58,158.8161081389766
appears,64,VBZ,VB,52,150.57900197617255
names,64,NNS,NN,44,138.017358050313
explanation,64,NN,NN,50,147.61667831848428
bird,64,NN,NN,37,125.30924644907203
detective,64,NN,NN,22,91.00867902515648
basin,64,NN,NN,48,144.5389082603162
pale,64,JJ,JJ,56,156.17475070886115
railway,64,NN,NN,36,123.34553116927552
exploration,64,NN,NN,41,132.7841478125794
range,64,NN,NN,47,142.95524250993833
legs,64,NNS,NN,49,146.0925156894309
countenance,64,NN,NN,55,154.8156523440863
notwithstanding,64,VBG,VB,58,158.8161081389766
established,64,VBN,VB,51,149.11198512281862
pirates,64,NNS,NN,24,96.2694541301581
task,64,NN,NN,51,149.11198512281862
fly,63,VB,VB,42,134.5626380013573
longitude,63,NN,NN,42,134.5626380013573
streets,63,NNS,NN,39,129.12071395400432
group,63,NN,NN,39,129.12071395400432
trying,63,VBG,VB,52,150.57900197617255
precisely,63,RB,RB,51,149.11198512281862
orders,63,NNS,NN,52,150.57900197617255
dimensions,63,NNS,NN,40,130.97046645028192
empty,63,JJ,JJ,54,153.43032171497086
happily,63,RB,RB,56,156.17475070886115
invisible,63,JJ,JJ,42,134.5626380013573
lord,63,NNP,NN,27,103.71516085748543
halt,63,NN,NN,43,136.30677506201943
landed,63,VBN,VB,43,136.30677506201943
decidedly,63,RB,RB,40,130.97046645028192
abyss,63,NN,NN,44,138.017358050313
ascended,63,VBD,VB,51,149.11198512281862
gravity,63,NN,NN,46,141.3408788040203
hurrah,63,NN,NN,34,119.29671510639841
self,62,NN,NN,56,156.17475070886115
horrible,62,JJ,JJ,46,141.3408788040203
india,62,NNP,NN,33,117.20925601393657
fazenda,62,NN,NN,20,85.48523322514097
sole,62,JJ,JJ,48,144.5389082603162
child,62,NN,NN,37,125.30924644907203
hong,62,NNP,NN,14,67.04368767721529
beasts,62,NNS,NN,40,130.97046645028192
houses,62,NN,NN,41,132.7841478125794
readily,62,RB,RB,41,132.7841478125794
disposal,62,NN,NN,51,149.11198512281862
experiment,62,NN,NN,37,125.30924644907203
hung,62,NN,NN,54,153.43032171497086
columbiad,62,NNP,NN,25,98.80833915924214
hence,62,RB,RB,48,144.5389082603162
governor,62,NN,NN,38,127.23396522263134
rope,62,NN,NN,33,117.20925601393657
tempest,62,NN,NN,34,119.29671510639841
brilliant,62,JJ,JJ,48,144.5389082603162
afraid,62,JJ,JJ,50,147.61667831848428
throughout,62,IN,IN,52,150.57900197617255
r,62,NN,NN,7,40.521843838607644
honest,62,JJS,JJ,43,136.30677506201943
cart,62,NN,NN,21,88.28131900067865
oxygen,62,NN,NN,30,110.67897481607676
step,61,NN,NN,48,144.5389082603162
kong,61,NNP,NN,14,67.04368767721529
amount,61,NN,NN,49,146.0925156894309
leaves,61,NNS,NN,46,141.3408788040203
supplied,61,VBN,VB,46,141.3408788040203
catastrophe,61,NN,NN,42,134.5626380013573
correct,61,JJ,JJ,47,142.95524250993833
whale,61,NN,NN,21,88.28131900067865
divided,61,VBN,VB,50,147.61667831848428
exposed,61,VBN,VB,54,153.43032171497086
hemisphere,61,NN,NN,31,112.90179681848359
track,61,NN,NN,47,142.95524250993833
consideration,61,NN,NN,54,153.43032171497086
unexpected,61,JJ,JJ,53,152.0182729838042
april,61,NNP,NN,32,115.07807219662114
flat,61,JJ,JJ,53,152.0182729838042
whence,61,NN,NN,50,147.61667831848428
cone,61,NN,NN,28,106.08737535443058
crossing,61,VBG,VB,53,152.0182729838042
intention,61,NN,NN,51,149.11198512281862
difficulties,61,NNS,NN,55,154.8156523440863
sails,60,NNS,NN,34,119.29671510639841
objects,60,NNS,NN,45,139.69514969166312
curiosity,60,NN,NN,48,144.5389082603162
imagination,60,NN,NN,45,139.69514969166312
june,60,NNP,NN,33,117.20925601393657
mingled,60,VBN,VB,53,152.0182729838042
attached,60,VBN,VB,51,149.11198512281862
directions,60,NN,NN,45,139.69514969166312
keeping,60,VBG,VB,51,149.11198512281862
ideas,60,NNS,NN,53,152.0182729838042
avoid,60,VB,VB,51,149.11198512281862
confidence,60,NN,NN,48,144.5389082603162
4,60,CD,CD,27,103.71516085748543
seriously,60,RB,RB,52,150.57900197617255
tunnel,60,NN,NN,32,115.07807219662114
fields,60,NNS,NN,40,130.97046645028192
prisoner,60,NN,NN,32,115.07807219662114
study,60,NN,NN,48,144.5389082603162
accident,60,NN,NN,47,142.95524250993833
flesh,60,NN,NN,43,136.30677506201943
color,60,NN,NN,44,138.017358050313
reaching,60,VBG,VB,53,152.0182729838042
excursion,60,NN,NN,46,141.3408788040203
aid,60,NN,NN,51,149.11198512281862
noon,60,NN,NN,43,136.30677506201943
proportion,60,NN,NN,42,134.5626380013573
bombay,60,NNP,NN,17,76.6483575531992
prove,60,VB,VB,52,150.57900197617255
law,60,NN,NN,39,129.12071395400432
francis,60,NNP,NN,6,36.067363532539524
week,60,NN,NN,44,138.017358050313
died,60,VBD,VB,45,139.69514969166312
lived,60,VBD,VB,43,136.30677506201943
intended,59,VBN,VB,48,144.5389082603162
elements,59,NNS,NN,43,136.30677506201943
respect,59,NN,NN,47,142.95524250993833
reflection,59,NN,NN,51,149.11198512281862
regret,59,NN,NN,52,150.57900197617255
seventy,59,JJ,JJ,46,141.3408788040203
per,59,IN,IN,47,142.95524250993833
instrument,59,NN,NN,41,132.7841478125794
inclined,59,JJ,JJ,51,149.11198512281862
render,59,VB,VB,54,153.43032171497086
wounded,59,VBN,VB,37,125.30924644907203
lasted,59,VBD,VB,49,146.0925156894309
parallel,59,NN,NN,36,123.34553116927552
bullet,59,NN,NN,33,117.20925601393657
bit,59,NN,NN,48,144.5389082603162
soul,59,NN,NN,43,136.30677506201943
peak,59,NN,NN,34,119.29671510639841
yacht,59,NN,NN,30,110.67897481607676
value,59,NN,NN,41,132.7841478125794
similar,59,JJ,JJ,52,150.57900197617255
frigate,59,NN,NN,14,67.04368767721529
amongst,59,IN,IN,39,129.12071395400432
early,59,JJ,JJ,50,147.61667831848428
effort,58,NN,NN,52,150.57900197617255
wings,58,NNS,NN,43,136.30677506201943
apparently,58,RB,RB,49,146.0925156894309
rivers,58,NNS,NN,44,138.017358050313
matters,58,NNS,NN,50,147.61667831848428
fancy,58,NN,NN,48,144.5389082603162
quitted,58,VBD,VB,50,147.61667831848428
affair,58,NN,NN,44,138.017358050313
lead,58,VB,VB,53,152.0182729838042
rested,58,VBD,VB,49,146.0925156894309
trip,58,NN,NN,38,127.23396522263134
sorry,58,JJ,JJ,51,149.11198512281862
fellows,58,NNS,NN,49,146.0925156894309
scattered,58,VBN,VB,52,150.57900197617255
concealed,58,VBN,VB,47,142.95524250993833
hull,58,NN,NN,31,112.90179681848359
brazilian,58,JJ,JJ,23,93.67043940201013
prison,58,NN,NN,41,132.7841478125794
regard,58,NN,NN,48,144.5389082603162
suspended,58,VBN,VB,54,153.43032171497086
phenomena,58,NN,NN,43,136.30677506201943
news,58,NN,NN,40,130.97046645028192
forming,57,VBG,VB,50,147.61667831848428
hunters,57,NNS,NN,32,115.07807219662114
season,57,NN,NN,42,134.5626380013573
circumstance,57,NN,NN,54,153.43032171497086
fired,57,VBN,VB,39,129.12071395400432
seated,57,VBN,VB,51,149.11198512281862
1,57,CD,CD,22,91.00867902515648
race,57,NN,NN,44,138.017358050313
report,57,NN,NN,42,134.5626380013573
preparations,57,NNS,NN,40,130.97046645028192
lofty,57,JJ,JJ,47,142.95524250993833
o,57,NN,NN,18,79.67276558463776
fury,57,NN,NN,47,142.95524250993833
paid,57,VBN,VB,51,149.11198512281862
penetrate,57,VB,VB,51,149.11198512281862
explorers,57,NNS,NN,33,117.20925601393657
ascertain,57,VB,VB,46,141.3408788040203
explained,57,VBN,VB,52,150.57900197617255
la,57,NNP,NN,29,108.4080540694883
bow,57,NN,NN,37,125.30924644907203
enthusiasm,57,NN,NN,44,138.017358050313
dense,57,NN,NN,44,138.017358050313
frequently,57,RB,RB,52,150.57900197617255
inches,57,NNS,NN,44,138.017358050313
proceed,57,VB,VB,46,141.3408788040203
tail,57,NN,NN,36,123.34553116927552
observatory,57,NNP,NN,32,115.07807219662114
suns,57,NN,NN,37,125.30924644907203
ascend,57,VB,VB,46,141.3408788040203
visited,56,VBN,VB,45,139.69514969166312
trade,56,NN,NN,46,141.3408788040203
book,56,NN,NN,41,132.7841478125794
hidden,56,VBN,VB,49,146.0925156894309
joined,56,VBD,VB,51,149.11198512281862
grave,56,NN,NN,48,144.5389082603162
cost,56,NN,NN,46,141.3408788040203
reserved,56,VBN,VB,49,146.0925156894309
necessity,56,NN,NN,51,149.11198512281862
observe,56,VB,VB,49,146.0925156894309
spent,56,VBN,VB,51,149.11198512281862
torn,56,VBN,VB,45,139.69514969166312
re,56,NN,NN,48,144.5389082603162
joy,56,NN,NN,46,141.3408788040203
ventured,56,VBD,VB,51,149.11198512281862
discussion,56,NN,NN,42,134.5626380013573
sooner,56,NN,NN,52,150.57900197617255
details,56,NNS,NN,46,141.3408788040203
rolled,56,VBD,VB,44,138.017358050313
roof,56,NN,NN,39,129.12071395400432
horses,56,NNS,NN,31,112.90179681848359
measured,56,VBD,VB,45,139.69514969166312
cord,56,NN,NN,25,98.80833915924214
penetrated,56,VBD,VB,48,144.5389082603162
holding,56,VBG,VB,48,144.5389082603162
planets,56,NN,NN,25,98.80833915924214
add,56,VB,VB,47,142.95524250993833
crushed,56,VBN,VB,44,138.017358050313
v,55,NN,NN,9,48.83638279231888
floated,55,VBD,VB,38,127.23396522263134
charge,55,NN,NN,50,147.61667831848428
utter,55,VB,VB,50,147.61667831848428
destined,55,VBN,VB,51,149.11198512281862
woman,55,NN,NN,29,108.4080540694883
putting,55,VBG,VB,47,142.95524250993833
peninsula,55,NN,NN,41,132.7841478125794
considerably,55,RB,RB,46,141.3408788040203
knowledge,55,NN,NN,49,146.0925156894309
government,55,NN,NN,44,138.017358050313
daring,55,VBG,VB,42,134.5626380013573
series,55,NN,NN,48,144.5389082603162
damp,55,NN,NN,32,115.07807219662114
murmured,55,VBD,VB,43,136.30677506201943
completed,55,VBN,VB,49,146.0925156894309
tons,55,NN,NN,32,115.07807219662114
interesting,55,JJ,JJ,46,141.3408788040203
tribes,55,NN,NN,31,112.90179681848359
increase,55,VB,VB,43,136.30677506201943
stand,55,VB,VB,45,139.69514969166312
origin,55,NN,NN,46,141.3408788040203
thoroughly,55,RB,RB,48,144.5389082603162
yard,55,NN,NN,34,119.29671510639841
volume,55,NN,NN,39,129.12071395400432
frightful,55,JJ,JJ,42,134.5626380013573
intelligence,55,NN,NN,46,141.3408788040203
mines,55,NNS,NN,26,101.28950098808627
signs,55,NNS,NN,46,141.3408788040203
astronomer,55,NN,NN,28,106.08737535443058
delighted,55,VBN,VB,46,141.3408788040203
madge,55,NNP,NN,13,63.64475049404314
dollars,55,NNS,NN,29,108.4080540694883
prolonged,55,JJ,JJ,51,149.11198512281862
countries,55,NNS,NN,45,139.69514969166312
y,55,NN,NN,7,40.521843838607644
alive,55,JJ,JJ,41,132.7841478125794
material,55,NN,NN,44,138.017358050313
mounted,55,VBD,VB,45,139.69514969166312
diminished,55,VBN,VB,47,142.95524250993833
cotton,55,NN,NN,31,112.90179681848359
laughing,54,NN,NN,48,144.5389082603162
formation,54,NN,NN,43,136.30677506201943
plate,54,NN,NN,34,119.29671510639841
forced,54,VBN,VB,47,142.95524250993833
shelter,54,NN,NN,43,136.30677506201943
band,54,NN,NN,39,129.12071395400432
u,54,JJ,JJ,6,36.067363532539524
belonging,54,VBG,VB,45,139.69514969166312
boats,54,NNS,NN,38,127.23396522263134
blue,54,JJ,JJ,42,134.5626380013573
efforts,54,NNS,NN,48,144.5389082603162
uneasy,54,JJ,JJ,46,141.3408788040203
nights,54,NNS,NN,41,132.7841478125794
isaac,54,NNP,NN,18,79.67276558463776
gibraltar,54,NNP,NN,21,88.28131900067865
mare,54,NNP,NN,7,40.521843838607644
rocky,54,JJ,JJ,40,130.97046645028192
mad,54,NN,NN,41,132.7841478125794
mystery,54,NN,NN,43,136.30677506201943
internal,54,JJ,JJ,39,129.12071395400432
dust,54,NN,NN,35,121.34173587198053
devoted,54,VBN,VB,45,139.69514969166312
truly,54,RB,RB,47,142.95524250993833
nicholl,54,NNP,NN,12,60.13472706507905
hundreds,54,NNS,NN,42,134.5626380013573
slept,54,VBD,VB,43,136.30677506201943
pressed,53,VBD,VB,44,138.017358050313
results,53,NNS,NN,48,144.5389082603162
gentleman,53,NN,NN,36,123.34553116927552
elevation,53,NN,NN,42,134.5626380013573
minds,53,NNS,NN,48,144.5389082603162
movements,53,NNS,NN,45,139.69514969166312
otherwise,53,RB,RB,44,138.017358050313
guard,53,NN,NN,43,136.30677506201943
announced,53,VBD,VB,47,142.95524250993833
stock,53,NN,NN,43,136.30677506201943
describe,53,VB,VB,41,132.7841478125794
foliage,53,NN,NN,39,129.12071395400432
july,53,NNP,NN,30,110.67897481607676
soldiers,53,NNS,NN,33,117.20925601393657
crime,53,NN,NN,23,93.67043940201013
electricity,53,NN,NN,31,112.90179681848359
hesitate,53,VB,VB,46,141.3408788040203
taste,53,NN,NN,41,132.7841478125794
recovered,53,VBN,VB,51,149.11198512281862
distinguished,53,VBN,VB,43,136.30677506201943
tops,53,NNS,NN,38,127.23396522263134
absolute,53,JJ,JJ,43,136.30677506201943
limits,53,NNS,NN,46,141.3408788040203
doctors,53,NN,NN,30,110.67897481607676
charming,53,VBG,VB,45,139.69514969166312
astonishment,53,NN,NN,49,146.0925156894309
venture,53,NN,NN,48,144.5389082603162
pleasant,53,JJ,JJ,45,139.69514969166312
begun,53,VBN,VB,50,147.61667831848428
spoken,52,VBN,VB,46,141.3408788040203
specimens,52,NNS,NN,34,119.29671510639841
threatened,52,VBD,VB,43,136.30677506201943
corner,52,NN,NN,45,139.69514969166312
sheet,52,NN,NN,42,134.5626380013573
swept,52,VBN,VB,45,139.69514969166312
anger,52,NN,NN,40,130.97046645028192
story,52,NN,NN,40,130.97046645028192
jupiter,52,NNP,NN,27,103.71516085748543
commander,52,NN,NN,22,91.00867902515648
share,52,NN,NN,45,139.69514969166312
bearing,52,VBG,VB,46,141.3408788040203
conclusion,52,NN,NN,44,138.017358050313
suffered,52,VBN,VB,45,139.69514969166312
n,52,NNP,NN,21,88.28131900067865
glimpse,52,NN,NN,42,134.5626380013573
drawing,52,VBG,VB,41,132.7841478125794
collision,52,NN,NN,27,103.71516085748543
canoe,52,NN,NN,17,76.6483575531992
speedy,52,NNP,NN,15,70.33948740803838
lantern,52,NN,NN,27,103.71516085748543
currents,52,NNS,NN,38,127.23396522263134
ignorant,52,JJ,JJ,43,136.30677506201943
ages,52,NNS,NN,39,129.12071395400432
machine,52,NN,NN,36,123.34553116927552
theres,52,NNP,NN,40,130.97046645028192
inside,52,NN,NN,44,138.017358050313
box,52,NN,NN,27,103.71516085748543
collected,52,VBN,VB,46,141.3408788040203
sentence,52,NN,NN,37,125.30924644907203
arose,52,NN,NN,44,138.017358050313
clothes,52,NN,NN,36,123.34553116927552
beast,52,NN,NN,36,123.34553116927552
wire,51,NN,NN,16,73.53903609831056
torrent,51,NN,NN,31,112.90179681848359
consider,51,VB,VB,46,141.3408788040203
supported,51,VBD,VB,46,141.3408788040203
tremendous,51,JJ,JJ,40,130.97046645028192
society,51,NNP,NN,33,117.20925601393657
ear,51,NN,NN,36,123.34553116927552
bent,51,NN,NN,43,136.30677506201943
shoulder,51,NN,NN,40,130.97046645028192
sat,51,VBD,VB,44,138.017358050313
ascertained,51,VBN,VB,44,138.017358050313
girl,51,NN,NN,26,101.28950098808627
beings,51,NNS,NN,35,121.34173587198053
steel,51,NN,NN,35,121.34173587198053
love,51,NN,NN,37,125.30924644907203
forever,51,RB,RB,35,121.34173587198053
faithful,51,JJ,JJ,49,146.0925156894309
measure,51,NN,NN,40,130.97046645028192
wholly,51,RB,RB,33,117.20925601393657
huts,51,NNS,NN,38,127.23396522263134
20th,51,CD,CD,45,139.69514969166312
zero,51,NN,NN,29,108.4080540694883
european,51,JJ,JJ,36,123.34553116927552
refused,51,VBD,VB,38,127.23396522263134
terror,51,NN,NN,36,123.34553116927552
description,51,NN,NN,43,136.30677506201943
distinctly,51,RB,RB,37,125.30924644907203
salt,50,NN,NN,37,125.30924644907203
firmly,50,RB,RB,44,138.017358050313
makes,50,VBZ,VB,45,139.69514969166312
century,50,NN,NN,34,119.29671510639841
undoubtedly,50,RB,RB,43,136.30677506201943
responded,50,VBD,VB,43,136.30677506201943
ring,50,NN,NN,25,98.80833915924214
remark,50,NN,NN,44,138.017358050313
sneffels,50,NNP,NN,18,79.67276558463776
ascending,50,VBG,VB,39,129.12071395400432
revealed,50,VBD,VB,43,136.30677506201943
surely,50,RB,RB,43,136.30677506201943
calculation,50,NN,NN,36,123.34553116927552
attracted,50,VBN,VB,44,138.017358050313
apparent,50,JJ,JJ,41,132.7841478125794
articles,50,NNS,NN,30,110.67897481607676
theory,50,NN,NN,31,112.90179681848359
smaller,50,JJR,JJ,36,123.34553116927552
screw,50,NN,NN,32,115.07807219662114
yellow,50,JJ,JJ,42,134.5626380013573
overcome,50,VB,VB,42,134.5626380013573
betrayed,50,VBD,VB,45,139.69514969166312
nile,50,NNP,NN,18,79.67276558463776
floor,49,NN,NN,32,115.07807219662114
immediate,49,JJ,JJ,44,138.017358050313
intelligent,49,JJ,JJ,41,132.7841478125794
destruction,49,NN,NN,38,127.23396522263134
wreck,49,NN,NN,19,82.61698261131568
streams,49,NNS,NN,42,134.5626380013573
prisoners,49,NNS,NN,30,110.67897481607676
weapons,49,NNS,NN,37,125.30924644907203
store,49,NN,NN,40,130.97046645028192
engaged,49,VBN,VB,45,139.69514969166312
draw,49,VB,VB,40,130.97046645028192
glasses,49,NNS,NN,32,115.07807219662114
corpse,49,NN,NN,23,93.67043940201013
late,49,JJ,JJ,38,127.23396522263134
s,49,NN,NN,16,73.53903609831056
informed,49,VBN,VB,41,132.7841478125794
shells,49,NN,NN,31,112.90179681848359
innocence,49,NN,NN,20,85.48523322514097
firm,49,NN,NN,46,141.3408788040203
presently,49,RB,RB,42,134.5626380013573
equator,49,NN,NN,36,123.34553116927552
ballast,49,NN,NN,27,103.71516085748543
hunger,49,NN,NN,38,127.23396522263134
magistrate,49,NN,NN,15,70.33948740803838
fires,49,NNS,NN,37,125.30924644907203
obtain,49,VB,VB,40,130.97046645028192
bottle,49,NN,NN,24,96.2694541301581
rushing,49,VBG,VB,40,130.97046645028192
bold,49,JJ,JJ,45,139.69514969166312
abraham,49,NNP,NN,18,79.67276558463776
energy,49,NN,NN,36,123.34553116927552
falls,49,VBZ,VB,35,121.34173587198053
cargo,49,NN,NN,32,115.07807219662114
information,49,NN,NN,37,125.30924644907203
crust,49,NN,NN,29,108.4080540694883
florida,48,NNP,NN,17,76.6483575531992
hesitation,48,NN,NN,40,130.97046645028192
larger,48,JJR,JJ,42,134.5626380013573
wound,48,NN,NN,36,123.34553116927552
weeks,48,NNS,NN,44,138.017358050313
police,48,NN,NN,27,103.71516085748543
receive,48,VB,VB,42,134.5626380013573
st,48,NNP,NN,37,125.30924644907203
rifle,48,NN,NN,23,93.67043940201013
examination,48,NN,NN,39,129.12071395400432
weigh,48,VB,VB,26,101.28950098808627
soft,48,JJ,JJ,39,129.12071395400432
hydrogen,48,NN,NN,28,106.08737535443058
price,48,NN,NN,39,129.12071395400432
construction,48,NN,NN,35,121.34173587198053
delight,48,NN,NN,40,130.97046645028192
declared,48,VBD,VB,42,134.5626380013573
copper,48,NN,NN,34,119.29671510639841
pushed,48,VBD,VB,42,134.5626380013573
examine,48,VB,VB,46,141.3408788040203
date,48,NN,NN,37,125.30924644907203
altitude,48,NN,NN,33,117.20925601393657
meridian,48,NN,NN,30,110.67897481607676
gain,48,VB,VB,42,134.5626380013573
miserable,48,JJ,JJ,39,129.12071395400432
iceland,48,NNP,NN,23,93.67043940201013
stay,48,VB,VB,41,132.7841478125794
conceal,48,VB,VB,43,136.30677506201943
paces,48,NNS,NN,32,115.07807219662114
constructed,48,VBN,VB,37,125.30924644907203
fortunate,48,JJ,JJ,40,130.97046645028192
astronomers,48,NNS,NN,25,98.80833915924214
travel,48,VB,VB,40,130.97046645028192
pocket,48,NN,NN,39,129.12071395400432
worse,47,JJR,JJ,41,132.7841478125794
elephant,47,NN,NN,13,63.64475049404314
daylight,47,NN,NN,35,121.34173587198053
breaking,47,VBG,VB,44,138.017358050313
coral,47,JJ,JJ,18,79.67276558463776
papers,47,NNS,NN,31,112.90179681848359
meaning,47,NN,NN,32,115.07807219662114
send,47,VB,VB,40,130.97046645028192
harpoon,47,NN,NN,16,73.53903609831056
happen,47,VB,VB,41,132.7841478125794
leaning,47,VBG,VB,38,127.23396522263134
represented,47,VBN,VB,39,129.12071395400432
bringing,47,VBG,VB,42,134.5626380013573
command,47,NN,NN,39,129.12071395400432
impression,47,NN,NN,39,129.12071395400432
ahead,47,RB,RB,39,129.12071395400432
frozen,47,JJ,JJ,27,103.71516085748543
flag,47,NN,NN,23,93.67043940201013
hall,47,NN,NN,28,106.08737535443058
ascent,47,NN,NN,33,117.20925601393657
welcome,47,JJ,JJ,37,125.30924644907203
hunt,47,VB,VB,27,103.71516085748543
hearts,47,NNS,NN,40,130.97046645028192
spaniards,47,NNP,NN,23,93.67043940201013
tall,47,JJ,JJ,40,130.97046645028192
hesitated,47,VBD,VB,40,130.97046645028192
miners,47,NNS,NN,21,88.28131900067865
coffee,47,NN,NN,25,98.80833915924214
collection,47,NN,NN,39,129.12071395400432
explored,47,VBN,VB,37,125.30924644907203
midnight,47,NN,NN,38,127.23396522263134
craters,47,NNS,NN,20,85.48523322514097
cave,47,NN,NN,23,93.67043940201013
eagerly,47,RB,RB,45,139.69514969166312
branch,47,NN,NN,33,117.20925601393657
enclosed,46,VBN,VB,38,127.23396522263134
arrested,46,VBN,VB,34,119.29671510639841
dare,46,VB,VB,40,130.97046645028192
tobacco,46,NN,NN,24,96.2694541301581
savages,46,NNS,NN,16,73.53903609831056
valley,46,NN,NN,22,91.00867902515648
counted,46,VBN,VB,41,132.7841478125794
neighborhood,46,NN,NN,40,130.97046645028192
muttered,46,VBD,VB,42,134.5626380013573
g,46,NN,NN,7,40.521843838607644
liberty,46,NN,NN,26,101.28950098808627
baltimore,46,NNP,NN,19,82.61698261131568
craft,46,NN,NN,37,125.30924644907203
instinct,46,NN,NN,34,119.29671510639841
thunder,46,NN,NN,32,115.07807219662114
continents,46,NNS,NN,28,106.08737535443058
occasionally,46,RB,RB,39,129.12071395400432
amid,46,IN,IN,40,130.97046645028192
p,46,NN,NN,7,40.521843838607644
seat,46,NN,NN,35,121.34173587198053
obstacle,46,NN,NN,36,123.34553116927552
takes,46,VBZ,VB,38,127.23396522263134
reflected,46,VBD,VB,41,132.7841478125794
canal,46,NN,NN,25,98.80833915924214
paris,46,NNP,NN,32,115.07807219662114
beside,46,IN,IN,43,136.30677506201943
author,46,NN,NN,30,110.67897481607676
highly,46,RB,RB,37,125.30924644907203
francisco,46,NNP,NN,17,76.6483575531992
bark,46,NN,NN,27,103.71516085748543
described,46,VBD,VB,42,134.5626380013573
inexplicable,46,JJ,JJ,35,121.34173587198053
vegetable,46,JJ,JJ,36,123.34553116927552
broad,46,JJ,JJ,41,132.7841478125794
dying,46,VBG,VB,29,108.4080540694883
intensity,46,NN,NN,40,130.97046645028192
comfortable,46,JJ,JJ,41,132.7841478125794
etc,45,NN,NN,28,106.08737535443058
repeat,45,VBP,VB,40,130.97046645028192
moderate,45,JJ,JJ,43,136.30677506201943
gloomy,45,JJ,JJ,35,121.34173587198053
fight,45,VB,VB,36,123.34553116927552
dashed,45,VBN,VB,34,119.29671510639841
belem,45,NNP,NN,17,76.6483575531992
facts,45,NNS,NN,36,123.34553116927552
numbers,45,NNS,NN,34,119.29671510639841
features,45,NNS,NN,39,129.12071395400432
castaways,45,NNS,NN,23,93.67043940201013
losing,45,VBG,VB,40,130.97046645028192
mark,45,NN,NN,40,130.97046645028192
showing,45,VBG,VB,40,130.97046645028192
horror,45,NN,NN,33,117.20925601393657
center,45,NN,NN,36,123.34553116927552
patience,45,NN,NN,37,125.30924644907203
merely,45,RB,RB,40,130.97046645028192
utmost,45,JJ,JJ,38,127.23396522263134
experience,45,NN,NN,41,132.7841478125794
precautions,45,NNS,NN,39,129.12071395400432
cleared,45,VBN,VB,35,121.34173587198053
tongue,45,NN,NN,37,125.30924644907203
descending,45,VBG,VB,42,134.5626380013573
fled,45,VBD,VB,37,125.30924644907203
despite,45,IN,IN,35,121.34173587198053
circumference,45,NN,NN,40,130.97046645028192
brazil,45,NNP,NN,20,85.48523322514097
source,45,NN,NN,40,130.97046645028192
apart,45,RB,RB,42,134.5626380013573
dressed,45,VBN,VB,36,123.34553116927552
expressed,45,VBD,VB,41,132.7841478125794
x,45,NNP,NN,11,56.50433951257824
seek,45,VB,VB,38,127.23396522263134
pair,45,NN,NN,34,119.29671510639841
destroyed,45,VBN,VB,36,123.34553116927552
schooner,44,NN,NN,18,79.67276558463776
touch,44,VB,VB,40,130.97046645028192
flying,44,VBG,VB,39,129.12071395400432
blocks,44,NNS,NN,32,115.07807219662114
practical,44,JJ,JJ,36,123.34553116927552
sleeping,44,VBG,VB,37,125.30924644907203
talked,44,VBD,VB,35,121.34173587198053
street,44,NN,NN,29,108.4080540694883
sandy,44,JJ,JJ,36,123.34553116927552
northeast,44,NN,NN,31,112.90179681848359
accept,44,VB,VB,34,119.29671510639841
15th,44,CD,CD,34,119.29671510639841
e,44,NN,NN,11,56.50433951257824
accompany,44,VB,VB,34,119.29671510639841
trunks,44,NNS,NN,33,117.20925601393657
containing,44,VBG,VB,40,130.97046645028192
separate,44,VB,VB,38,127.23396522263134
require,44,VB,VB,37,125.30924644907203
mans,44,NN,NN,41,132.7841478125794
named,44,VBN,VB,39,129.12071395400432
belong,44,VB,VB,38,127.23396522263134
marvelous,44,JJ,JJ,36,123.34553116927552
cubic,44,JJ,JJ,20,85.48523322514097
upwards,44,NNS,NN,34,119.29671510639841
zenith,44,NN,NN,27,103.71516085748543
dochart,44,NNP,NN,11,56.50433951257824
bones,44,NNS,NN,26,101.28950098808627
effects,44,NNS,NN,40,130.97046645028192
uttering,44,VBG,VB,37,125.30924644907203
surrounding,44,VBG,VB,38,127.23396522263134
plates,44,NNS,NN,35,121.34173587198053
attacked,44,VBD,VB,37,125.30924644907203
repose,44,NN,NN,38,127.23396522263134
lies,44,VBZ,VB,31,112.90179681848359
disturbed,44,VBN,VB,38,127.23396522263134
meal,44,NN,NN,38,127.23396522263134
